Soil_Type,Soil_Moisture,Temperature,Humidity,Crop_Type,Water_Needed_Per_Acre(Litres)
Silt,67.3,41.4,70.4,Millet,31476.17
Clay,53.0,40.8,81.9,Maize,51036.39
Silt,55.4,30.7,30.8,Barley,55400.63
Clay,19.6,23.0,68.8,Cotton,68066.8
Clay,70.7,28.3,39.1,Sugarcane,79071.61
Sandy,43.5,34.6,77.1,Sugarcane,118032.13
Clay,60.0,27.4,73.6,Millet,30019.83
Sandy,71.7,44.0,87.4,Soybean,53953.71
Sandy,51.9,15.4,71.2,Soybean,57200.87
Clay,24.9,40.5,76.1,Groundnut,39452.07
Clay,31.2,31.3,65.4,Rice,93593.46
Sandy,79.9,26.7,62.2,Soybean,46506.0
Silt,13.0,15.4,68.2,Maize,64275.26
Sandy,60.3,41.6,41.6,Soybean,55437.48
Loam,51.4,42.0,39.0,Soybean,63082.48
Silt,51.4,33.0,76.9,Barley,46777.02
Loam,62.0,31.9,39.3,Maize,52894.87
Clay,59.3,27.2,40.2,Sugarcane,77296.55
Loam,18.1,31.5,31.1,Barley,62539.23
Sandy,36.9,36.5,81.1,Rice,116808.99
Clay,28.9,21.6,35.1,Sugarcane,107345.02
Loam,21.0,34.9,61.2,Millet,49479.76
Sandy,40.1,33.9,94.8,Millet,44538.21
Loam,29.2,43.0,53.4,Soybean,68193.45
Loam,29.1,22.9,88.5,Groundnut,53182.34
Clay,73.7,32.5,77.2,Sugarcane,71330.56
Sandy,78.7,40.0,91.1,Barley,42171.12
Silt,78.5,33.8,88.1,Barley,41188.07
Sandy,32.2,40.1,91.7,Sugarcane,123001.78
Clay,35.8,27.2,83.0,Maize,54379.72
Silt,68.9,21.5,37.7,Maize,59684.42
Sandy,31.4,21.7,62.6,Sugarcane,125360.07
Silt,72.0,22.1,73.1,Groundnut,36260.87
Clay,60.6,44.5,55.8,Millet,35756.49
Loam,19.9,34.2,35.5,Groundnut,55309.11
Clay,78.9,24.2,80.0,Barley,32363.09
Sandy,72.7,16.3,52.5,Cotton,79142.5
Sandy,44.3,36.7,67.9,Groundnut,51759.59
Clay,37.6,22.3,93.8,Soybean,47876.98
Sandy,15.5,25.6,88.1,Pulses,57742.94
Silt,19.2,33.2,55.9,Groundnut,49979.42
Sandy,34.2,36.4,38.7,Sugarcane,113527.01
Clay,45.0,28.2,63.6,Soybean,53390.09
Clay,19.2,16.8,50.6,Barley,49204.49
Silt,24.7,19.0,48.9,Millet,46559.22
Loam,31.4,42.8,41.0,Sugarcane,104432.94
Loam,18.3,38.8,81.9,Maize,71272.01
Clay,43.3,29.5,53.8,Rice,80296.83
Clay,30.5,18.8,68.6,Groundnut,46748.58
Sandy,29.0,23.9,50.5,Pulses,50253.19
Loam,13.7,21.4,93.3,Maize,65045.33
Silt,37.1,37.7,85.1,Pulses,42112.43
Clay,52.1,16.7,31.1,Wheat,44944.92
Loam,13.8,33.3,58.9,Maize,71756.2
Sandy,37.1,30.7,86.8,Soybean,65150.92
Sandy,78.9,20.3,53.7,Cotton,65534.06
Sandy,26.4,20.5,72.0,Rice,139252.14
Sandy,48.9,25.7,89.4,Rice,108795.23
Sandy,61.3,30.5,32.4,Millet,41595.27
Sandy,73.5,32.3,68.2,Barley,50227.24
Clay,40.6,44.3,53.0,Cotton,59990.92
Loam,39.9,36.7,78.1,Barley,53533.95
Loam,23.3,41.5,71.2,Soybean,59364.99
Clay,49.0,40.1,62.6,Sugarcane,91510.48
Silt,63.5,38.4,60.3,Pulses,43942.82
Sandy,27.4,27.5,66.8,Rice,143036.81
Sandy,10.5,42.8,68.9,Cotton,95580.22
Loam,42.1,39.0,77.6,Pulses,44337.21
Sandy,22.8,27.1,89.5,Barley,63075.8
Sandy,57.3,32.9,79.4,Pulses,42179.01
Silt,24.2,17.9,91.7,Millet,48475.51
Clay,18.7,17.2,52.5,Soybean,64028.28
Clay,74.6,20.5,50.2,Soybean,46065.12
Sandy,62.1,18.0,69.8,Pulses,45572.24
Sandy,28.3,34.7,53.2,Pulses,51269.81
Loam,66.0,42.7,45.2,Cotton,59022.48
Silt,59.3,17.8,79.3,Barley,47492.15
Silt,25.6,43.9,56.5,Groundnut,54081.68
Sandy,29.5,39.1,93.2,Wheat,55660.28
Silt,59.9,26.4,84.5,Soybean,47090.36
Clay,67.6,22.6,75.6,Wheat,34701.02
Loam,54.5,35.0,30.1,Groundnut,51700.89
Sandy,59.7,21.2,80.3,Barley,44668.33
Silt,61.5,40.6,72.2,Pulses,41548.36
Clay,78.9,32.2,78.3,Wheat,30003.85
Clay,22.2,18.0,33.0,Maize,57402.46
Loam,76.6,41.9,81.4,Sugarcane,78092.44
Clay,38.6,21.5,57.6,Millet,37640.94
Sandy,15.2,44.9,70.9,Groundnut,64127.55
Clay,11.7,37.1,92.2,Sugarcane,93745.35
Sandy,46.8,16.6,30.9,Groundnut,62746.86
Clay,70.0,32.5,64.7,Barley,36730.51
Loam,55.3,20.1,72.7,Sugarcane,88311.97
Silt,43.1,41.3,59.4,Soybean,65522.54
Loam,39.0,33.5,89.7,Soybean,52867.08
Loam,44.4,23.0,49.7,Maize,67991.71
Sandy,69.6,16.1,93.3,Groundnut,37544.24
Loam,42.5,24.3,54.7,Maize,62936.46
Loam,56.0,43.4,55.4,Cotton,65674.5
Silt,37.2,17.0,57.9,Groundnut,49016.43
Silt,23.7,43.4,55.4,Cotton,84419.24
Clay,19.2,38.6,41.6,Millet,44455.99
Sandy,52.0,39.8,48.1,Cotton,71691.0
Silt,34.8,38.2,41.2,Sugarcane,122178.19
Silt,63.7,27.6,52.7,Millet,37849.59
Clay,71.9,15.7,92.6,Sugarcane,69617.99
Silt,40.7,17.7,34.7,Groundnut,52340.89
Loam,17.1,34.9,87.1,Groundnut,50955.52
Sandy,57.4,32.8,58.8,Sugarcane,93612.54
Sandy,62.8,27.6,89.0,Pulses,44316.92
Silt,12.2,30.2,91.9,Barley,60009.66
Silt,58.4,33.7,89.0,Cotton,72652.03
Loam,39.6,23.1,74.4,Cotton,70868.95
Clay,58.4,41.8,35.5,Rice,95309.36
Clay,11.0,24.1,86.5,Wheat,45445.81
Clay,31.5,16.9,63.5,Cotton,72536.1
Silt,15.6,26.2,50.7,Rice,126850.65
Clay,74.1,43.5,46.1,Wheat,34658.02
Loam,38.8,33.0,60.6,Wheat,57829.19
Clay,31.8,43.1,34.6,Rice,114140.44
Sandy,62.1,23.5,84.3,Wheat,56744.46
Silt,43.3,36.8,74.7,Rice,97393.54
Clay,26.7,41.4,46.5,Pulses,50143.05
Silt,19.7,19.1,51.0,Barley,56836.76
Silt,74.8,16.9,47.5,Maize,44429.21
Silt,34.4,32.8,32.0,Rice,112496.39
Clay,31.7,18.4,70.7,Cotton,61973.18
Sandy,16.1,39.4,35.9,Rice,138551.0
Loam,30.8,16.7,74.1,Wheat,52694.08
Loam,28.4,25.3,32.4,Cotton,87335.02
Silt,56.4,19.4,62.2,Cotton,70536.71
Silt,22.8,34.6,58.3,Pulses,48889.74
Loam,79.0,40.4,62.4,Soybean,42422.1
Loam,14.2,24.7,85.4,Rice,111796.52
Clay,35.4,21.6,66.4,Rice,97897.2
Silt,65.2,20.2,93.4,Pulses,37945.22
Loam,14.6,21.9,42.2,Rice,136702.01
Clay,51.6,20.8,80.8,Pulses,33471.99
Clay,41.1,22.6,45.9,Groundnut,50218.78
Silt,23.8,34.0,30.2,Barley,67270.17
Clay,29.1,25.0,65.9,Wheat,56125.75
Sandy,40.0,20.2,70.9,Cotton,82994.86
Silt,53.2,25.0,89.5,Soybean,51619.95
Silt,66.8,24.1,37.3,Pulses,42830.31
Clay,34.8,39.3,55.2,Rice,87367.11
Silt,57.8,35.9,85.6,Cotton,64198.67
Sandy,67.9,30.5,89.7,Pulses,37620.62
Silt,15.1,21.0,81.0,Soybean,62782.57
Silt,13.5,16.8,50.8,Maize,85458.26
Sandy,23.3,40.5,55.8,Millet,53049.62
Silt,65.2,29.4,30.2,Maize,59639.45
Loam,55.9,36.0,78.8,Cotton,54866.21
Silt,34.5,20.4,35.0,Sugarcane,114067.16
Silt,46.2,20.6,90.4,Wheat,49673.85
Silt,32.8,29.3,59.2,Pulses,46857.86
Sandy,20.3,29.2,54.2,Maize,72526.19
Silt,54.6,19.4,71.1,Sugarcane,99803.58
Silt,58.4,32.9,75.7,Millet,40052.48
Clay,52.7,16.9,70.2,Pulses,39838.55
Loam,48.2,29.6,71.8,Maize,59293.42
Silt,69.1,21.4,45.6,Millet,31715.19
Silt,39.7,28.1,48.4,Maize,59278.22
Loam,53.4,24.8,62.7,Groundnut,47354.34
Loam,35.1,45.0,80.0,Groundnut,48966.07
Loam,68.0,41.8,43.1,Sugarcane,87802.35
Loam,46.9,44.4,35.8,Sugarcane,85228.01
Clay,18.8,39.7,82.4,Cotton,72139.18
Loam,65.4,20.9,47.5,Rice,84865.8
Silt,22.8,44.7,63.0,Pulses,50133.69
Sandy,37.6,42.4,63.5,Barley,64207.81
Clay,56.8,22.2,37.6,Wheat,43120.89
Loam,74.4,17.1,92.0,Sugarcane,63855.34
Loam,53.9,34.4,91.7,Maize,44639.2
Loam,56.6,16.0,52.5,Pulses,37391.04
Clay,51.1,43.2,55.9,Maize,53211.48
Loam,11.3,23.5,41.6,Wheat,64958.89
Clay,64.0,38.4,62.4,Soybean,39442.74
Clay,77.4,23.0,52.4,Barley,40119.71
Sandy,34.4,35.5,74.2,Sugarcane,108380.41
Sandy,61.5,32.4,48.5,Millet,36904.53
Clay,10.5,40.1,75.1,Barley,50756.53
Clay,29.6,29.7,67.6,Wheat,54994.29
Sandy,52.4,41.6,37.7,Cotton,85596.9
Clay,62.2,25.3,53.1,Cotton,64628.73
Sandy,52.9,16.3,59.5,Millet,46299.69
Sandy,52.0,32.7,78.9,Millet,38207.15
Clay,23.1,35.2,72.7,Barley,52771.92
Sandy,72.5,29.7,40.8,Rice,102705.93
Loam,64.1,35.0,37.3,Pulses,39799.85
Silt,10.9,19.9,37.1,Wheat,59943.28
Clay,40.1,30.8,91.3,Millet,36198.19
Sandy,43.2,39.0,59.2,Maize,69843.45
Sandy,77.2,22.9,92.9,Groundnut,41462.88
Clay,30.4,17.5,72.0,Groundnut,43984.26
Sandy,53.8,40.0,81.6,Rice,114047.98
Sandy,64.8,34.7,76.8,Soybean,57845.09
Clay,78.6,34.1,77.7,Soybean,34453.11
Clay,24.3,35.2,71.8,Soybean,52415.51
Loam,43.5,35.0,91.8,Barley,51915.75
Sandy,55.2,21.2,62.4,Cotton,67617.27
Clay,47.9,35.0,87.9,Rice,91559.75
Clay,16.9,17.1,68.8,Pulses,48931.04
Loam,69.8,29.0,36.4,Groundnut,40797.33
Loam,44.8,17.6,65.7,Sugarcane,91281.72
Sandy,54.5,17.5,30.8,Sugarcane,116068.1
Clay,35.3,35.5,81.3,Soybean,56841.72
Clay,66.9,22.5,49.5,Rice,78397.37
Sandy,38.3,35.5,80.6,Wheat,63482.59
Clay,55.1,36.4,92.7,Pulses,34421.15
Loam,57.6,40.6,60.1,Rice,85559.5
Silt,14.7,21.4,86.2,Millet,49579.05
Loam,71.1,35.7,80.6,Rice,79554.23
Loam,39.6,21.9,75.0,Maize,59512.9
Sandy,23.9,42.8,53.2,Millet,44794.83
Loam,14.0,18.2,66.0,Soybean,58043.7
Loam,38.9,24.5,85.4,Maize,56610.15
Clay,46.6,15.0,81.0,Millet,30673.02
Clay,78.2,22.5,67.6,Millet,22739.87
Silt,69.8,20.3,55.8,Maize,50964.64
Clay,27.0,37.5,90.4,Cotton,77371.94
Silt,61.5,16.0,81.5,Millet,36557.51
Silt,70.4,36.7,79.6,Pulses,33336.99
Sandy,21.9,33.1,58.2,Rice,115556.3
Loam,39.5,22.4,85.5,Barley,52637.43
Silt,65.4,37.5,78.3,Barley,37631.19
Sandy,22.1,38.6,88.8,Rice,138820.76
Loam,44.4,28.8,60.2,Sugarcane,106878.04
Silt,65.3,26.2,59.6,Sugarcane,86829.23
Clay,26.4,19.6,40.0,Soybean,65784.56
Sandy,23.5,27.9,82.1,Millet,47884.31
Silt,60.8,25.7,34.8,Maize,66332.16
Sandy,67.5,41.7,59.3,Maize,53469.8
Silt,31.1,42.9,85.4,Sugarcane,105421.21
Loam,46.0,20.5,62.9,Barley,43595.66
Clay,45.0,27.4,67.8,Wheat,40071.35
Silt,60.9,40.8,85.7,Cotton,68992.7
Silt,27.9,40.3,63.4,Barley,60912.1
Clay,74.5,36.1,62.6,Rice,68588.65
Silt,28.0,39.6,87.2,Maize,66939.06
Clay,59.4,39.5,34.2,Sugarcane,73542.13
Clay,77.9,34.9,54.9,Millet,29496.79
Sandy,69.5,35.3,83.5,Wheat,45569.53
Sandy,33.3,31.7,86.8,Millet,42649.98
Loam,58.1,43.9,94.2,Soybean,50412.31
Loam,25.5,35.8,73.7,Barley,61783.31
Silt,51.0,23.0,54.3,Millet,34371.81
Loam,61.4,37.2,75.3,Wheat,42100.35
Sandy,61.8,15.6,67.1,Barley,45321.84
Clay,68.1,27.5,36.2,Rice,85886.43
Silt,50.1,34.5,49.3,Soybean,62732.54
Sandy,75.7,34.8,39.8,Barley,47289.32
Loam,30.9,15.2,90.8,Wheat,52348.41
Silt,53.5,23.6,37.0,Soybean,58034.16
Silt,30.9,23.7,31.0,Barley,63037.3
Silt,21.8,44.7,87.8,Groundnut,48806.01
Sandy,78.6,18.1,81.5,Barley,41541.23
Clay,29.0,31.4,78.3,Barley,41671.89
Silt,10.9,23.8,33.4,Barley,70939.17
Sandy,33.8,44.6,83.0,Groundnut,54109.45
Clay,50.1,32.0,72.9,Groundnut,45259.74
Silt,75.8,17.1,34.0,Groundnut,39388.45
Loam,59.1,29.9,79.5,Millet,38310.41
Sandy,40.6,19.3,73.0,Maize,60350.51
Sandy,14.5,31.5,35.2,Groundnut,61577.56
Clay,35.6,45.0,47.4,Cotton,70588.0
Sandy,69.0,40.9,45.7,Cotton,71228.55
Clay,13.1,20.9,43.0,Soybean,53680.23
Loam,21.5,33.7,34.0,Soybean,70137.85
Loam,20.7,23.8,50.3,Groundnut,50777.12
Clay,54.5,23.2,91.5,Wheat,43925.1
Loam,24.2,16.4,31.5,Wheat,62809.84
Sandy,67.5,26.8,36.0,Wheat,54628.02
Loam,33.0,32.8,40.8,Sugarcane,97051.47
Loam,11.0,18.5,60.1,Cotton,90166.85
Loam,56.6,29.4,62.2,Groundnut,44882.52
Loam,43.9,19.0,48.2,Soybean,49745.14
Silt,13.0,22.0,42.0,Cotton,104792.91
Silt,53.0,28.0,61.1,Wheat,56403.14
Loam,50.3,28.6,93.5,Wheat,46089.22
Loam,23.8,35.6,30.9,Maize,82122.71
Clay,62.3,28.0,93.6,Cotton,54280.17
Clay,42.0,40.8,65.1,Groundnut,43415.29
Silt,32.4,41.1,48.8,Sugarcane,110216.09
Sandy,43.7,28.0,59.9,Groundnut,60884.53
Silt,68.4,38.6,73.9,Rice,77435.12
Sandy,49.6,36.4,80.5,Barley,49723.62
Clay,37.5,15.6,64.6,Soybean,44991.18
Sandy,63.5,38.6,82.8,Soybean,57237.23
Clay,34.6,22.1,89.9,Wheat,39674.23
Clay,40.6,27.1,72.1,Sugarcane,81520.08
Clay,24.3,22.7,78.7,Soybean,61367.54
Clay,77.6,17.6,82.6,Maize,36942.2
Loam,23.4,18.1,31.0,Rice,139122.44
Sandy,14.3,33.3,67.0,Millet,53349.5
Sandy,56.8,17.4,52.2,Soybean,64186.78
Silt,53.8,31.0,47.8,Millet,34796.79
Silt,37.2,35.9,32.4,Pulses,48778.75
Silt,40.6,33.4,68.2,Rice,99821.11
Sandy,58.1,21.9,64.0,Maize,57004.43
Silt,53.0,26.3,36.3,Sugarcane,109933.1
Clay,52.7,24.5,31.0,Soybean,45689.7
Clay,38.0,38.1,81.7,Soybean,55075.44
Clay,64.2,39.4,63.1,Maize,41671.79
Sandy,67.4,39.8,33.1,Sugarcane,85500.01
Sandy,42.1,29.2,31.6,Barley,53146.4
Clay,15.6,30.2,70.2,Millet,39373.31
Sandy,20.8,36.3,32.9,Maize,78110.36
Silt,27.4,32.0,73.6,Rice,114881.02
Loam,43.7,37.8,36.5,Sugarcane,94708.4
Clay,38.0,19.1,63.2,Soybean,57698.43
Clay,79.7,41.9,36.2,Millet,26821.15
Loam,21.7,37.4,78.5,Barley,56910.11
Silt,68.3,27.2,63.3,Cotton,64015.05
Sandy,29.3,28.3,76.4,Pulses,54341.57
Loam,34.4,22.3,40.5,Maize,68685.24
Clay,25.3,21.6,41.5,Millet,39206.97
Silt,64.1,42.0,59.8,Pulses,45089.8
Silt,37.5,31.3,73.2,Barley,52869.74
Silt,15.3,34.7,94.3,Sugarcane,109245.73
Clay,14.5,27.4,37.8,Pulses,41750.45
Clay,71.7,39.9,35.6,Groundnut,37009.17
Sandy,68.3,17.1,76.8,Soybean,58432.09
Clay,72.4,15.5,58.4,Pulses,27882.46
Sandy,44.0,29.3,91.0,Pulses,46172.83
Sandy,78.7,26.5,50.6,Wheat,40017.55
Silt,61.8,40.8,93.4,Cotton,56145.67
Clay,68.1,36.8,83.2,Wheat,40120.9
Sandy,59.1,41.9,92.4,Maize,58198.77
Loam,43.9,44.0,88.0,Groundnut,46796.84
Clay,73.1,36.7,30.9,Groundnut,41579.16
Loam,40.8,36.4,59.2,Pulses,42282.99
Loam,66.7,16.3,91.3,Groundnut,34770.06
Loam,69.0,42.1,66.6,Millet,31805.59
Clay,27.4,24.5,79.4,Cotton,64906.76
Loam,61.5,16.0,49.0,Soybean,55224.97
Loam,13.7,26.7,89.8,Wheat,62997.6
Silt,17.9,15.8,90.7,Sugarcane,110272.03
Sandy,79.1,38.3,91.2,Barley,37090.6
Loam,44.1,38.3,54.2,Groundnut,53037.39
Loam,22.0,41.1,84.0,Cotton,82692.64
Clay,76.8,29.3,83.1,Rice,76378.47
Silt,20.2,28.2,44.1,Groundnut,67272.21
Sandy,61.7,22.3,64.5,Groundnut,44380.06
Loam,54.3,18.3,67.4,Barley,40836.22
Sandy,55.9,31.2,63.2,Soybean,51325.5
Loam,48.6,18.5,36.7,Rice,113877.26
Silt,53.8,35.5,70.5,Cotton,65180.93
Sandy,39.6,30.6,86.1,Soybean,65340.37
Loam,67.6,43.0,32.2,Sugarcane,79489.65
Sandy,19.4,29.8,54.7,Soybean,73209.26
Silt,46.5,22.0,90.3,Maize,53317.5
Loam,36.0,37.8,89.7,Wheat,48513.76
Silt,47.9,40.1,88.7,Cotton,60830.46
Silt,38.5,15.5,72.6,Soybean,59699.24
Sandy,31.2,30.9,73.6,Sugarcane,126739.17
Sandy,72.1,34.6,93.0,Soybean,49826.39
Clay,35.1,15.2,63.4,Pulses,38554.49
Clay,28.0,41.8,38.7,Sugarcane,107858.19
Clay,19.1,24.7,52.5,Millet,36966.13
Clay,27.7,33.9,90.6,Millet,39513.02
Sandy,52.3,31.6,49.5,Millet,46814.46
Loam,25.0,37.8,65.7,Wheat,59059.93
Sandy,11.7,35.3,40.7,Pulses,60749.68
Silt,39.7,28.1,32.4,Barley,64852.92
Clay,49.2,40.4,40.8,Wheat,53727.78
Clay,34.1,22.0,76.1,Groundnut,48104.38
Silt,69.9,42.5,94.6,Groundnut,37425.64
Loam,56.3,39.1,30.5,Sugarcane,85256.75
Sandy,21.3,42.9,68.3,Barley,65788.55
Sandy,52.4,39.7,89.3,Pulses,45369.68
Sandy,72.5,34.4,92.9,Pulses,32962.26
Silt,10.5,41.0,86.1,Sugarcane,115304.43
Sandy,33.7,19.6,63.3,Rice,129728.66
Silt,50.4,42.1,58.5,Sugarcane,94700.39
Loam,79.6,26.1,74.1,Barley,35331.28
Clay,12.6,31.6,90.2,Groundnut,50604.24
Clay,37.2,45.0,56.1,Millet,38882.02
Sandy,39.5,25.5,85.4,Millet,43731.14
Sandy,57.7,17.1,80.9,Rice,110507.33
Clay,60.4,34.0,45.1,Soybean,43490.13
Silt,44.8,32.1,62.6,Pulses,45945.38
Silt,27.6,41.0,38.6,Wheat,66722.19
Clay,52.3,18.7,81.2,Maize,47852.3
Sandy,41.1,39.4,30.9,Sugarcane,102398.77
Sandy,14.7,39.8,93.1,Barley,69447.97
Silt,13.2,33.2,51.3,Pulses,59049.24
Silt,23.9,34.1,61.8,Barley,51366.97
Sandy,17.7,43.1,42.0,Sugarcane,145313.42
Sandy,37.0,18.8,44.5,Sugarcane,115858.56
Clay,40.7,28.8,76.0,Soybean,43617.23
Sandy,79.8,18.1,41.1,Soybean,50226.68
Sandy,19.7,27.6,89.4,Rice,136026.11
Silt,42.6,20.5,35.3,Cotton,81222.02
Sandy,20.8,36.8,50.4,Wheat,72276.65
Silt,71.0,23.3,82.8,Soybean,46198.52
Clay,58.3,39.8,34.3,Millet,31108.86
Silt,69.8,41.9,76.5,Groundnut,42517.32
Clay,27.9,31.3,43.0,Maize,65347.36
Loam,77.0,33.2,57.6,Soybean,46269.75
Silt,52.7,27.9,79.4,Rice,84375.52
Silt,13.7,19.9,54.0,Soybean,76224.14
Sandy,58.7,32.6,77.0,Cotton,70979.51
Clay,47.8,40.0,55.1,Wheat,50588.28
Silt,24.4,35.7,79.1,Cotton,89988.73
Clay,67.3,15.9,50.8,Groundnut,34306.61
Clay,53.6,29.6,91.4,Cotton,52180.18
Clay,32.0,43.4,79.6,Barley,43864.9
Loam,71.8,35.7,41.1,Sugarcane,90337.69
Silt,44.2,41.3,50.6,Maize,65955.85
Silt,49.7,31.2,77.2,Pulses,40870.83
Sandy,66.9,42.9,66.9,Wheat,51336.11
Silt,76.7,18.5,56.4,Maize,51977.16
Clay,41.4,21.7,74.4,Barley,47795.42
Loam,35.9,31.9,63.6,Pulses,46347.53
Silt,64.9,43.8,61.1,Wheat,50744.97
Clay,12.2,41.0,49.2,Rice,118610.19
Sandy,74.2,33.6,92.1,Millet,30262.53
Silt,13.0,31.6,40.4,Millet,45159.03
Sandy,66.0,27.0,72.0,Groundnut,39605.02
Silt,61.2,41.4,55.3,Maize,63369.58
Loam,64.6,37.3,94.0,Pulses,37942.43
Loam,11.7,29.8,30.5,Sugarcane,134560.01
Sandy,13.5,31.4,45.0,Groundnut,68929.27
Silt,28.6,22.3,93.1,Rice,108664.51
Loam,45.8,41.7,74.1,Millet,35128.26
Clay,50.0,16.0,58.2,Millet,34810.92
Loam,15.2,33.5,91.2,Groundnut,55803.98
Sandy,74.4,39.9,37.4,Maize,64980.42
Sandy,38.9,23.7,82.6,Soybean,56135.88
Clay,35.1,18.5,45.6,Wheat,50974.53
Clay,21.9,21.9,65.1,Sugarcane,88447.67
Sandy,17.3,22.3,67.5,Groundnut,53794.67
Sandy,51.4,23.9,89.0,Sugarcane,109284.99
Loam,65.4,20.7,78.6,Cotton,63161.84
Sandy,43.4,40.8,70.0,Groundnut,51931.94
Sandy,77.8,36.3,37.1,Maize,57911.22
Sandy,71.8,22.5,61.0,Wheat,44468.91
Sandy,21.2,20.7,70.2,Wheat,71495.93
Clay,47.0,23.4,67.3,Rice,94217.69
Clay,18.3,38.0,33.7,Sugarcane,90050.76
Silt,13.1,38.0,84.6,Sugarcane,112252.79
Loam,30.8,29.2,40.5,Rice,103193.91
Sandy,21.9,26.4,47.6,Sugarcane,117861.54
Sandy,28.4,26.8,81.5,Wheat,55305.66
Clay,10.0,43.0,55.8,Barley,56368.95
Clay,25.0,35.6,41.4,Sugarcane,105363.05
Silt,27.1,27.9,82.9,Pulses,41046.65
Sandy,62.2,22.3,79.4,Wheat,50615.26
Loam,24.9,36.6,76.1,Soybean,57383.81
Sandy,63.4,27.1,90.9,Pulses,41374.7
Loam,58.7,25.9,53.2,Rice,85733.35
Loam,14.2,33.5,44.3,Barley,53631.47
Silt,52.0,18.4,43.5,Barley,53432.53
Silt,32.6,27.9,39.4,Cotton,82219.82
Clay,49.7,39.4,42.0,Soybean,52796.01
Silt,57.1,20.9,93.1,Soybean,42202.62
Loam,74.9,15.1,93.4,Sugarcane,72158.61
Sandy,74.7,34.1,41.6,Rice,90912.62
Clay,46.9,40.1,43.7,Barley,46372.17
Silt,62.0,25.1,63.1,Wheat,46568.68
Silt,20.6,37.9,90.3,Millet,40867.24
Clay,44.8,44.3,36.6,Maize,56383.7
Clay,47.7,35.1,75.4,Rice,79319.67
Loam,11.4,27.0,58.4,Maize,63635.47
Loam,61.6,21.8,36.1,Rice,86831.24
Clay,77.3,24.6,83.0,Rice,69408.94
Loam,62.2,26.0,49.2,Rice,102810.0
Silt,61.6,18.1,47.9,Maize,58267.03
Silt,44.6,40.1,69.9,Wheat,46625.74
Clay,72.8,36.0,76.5,Wheat,31122.86
Loam,14.9,36.1,40.6,Barley,60610.03
Clay,56.5,16.1,51.7,Rice,73933.24
Clay,21.7,36.6,88.3,Groundnut,40911.36
Sandy,42.7,20.2,37.5,Barley,54484.78
Sandy,35.0,44.1,33.0,Cotton,91983.47
Silt,31.2,26.9,89.5,Rice,105290.53
Sandy,36.7,31.8,75.0,Millet,45625.96
Clay,28.7,23.6,52.7,Soybean,59175.51
Loam,22.7,23.6,46.8,Maize,64320.99
Sandy,21.1,24.3,56.6,Pulses,63638.45
Sandy,71.2,17.3,56.7,Barley,49036.8
Loam,39.7,43.9,62.4,Wheat,58041.15
Clay,74.7,34.6,49.0,Cotton,53283.3
Clay,33.0,26.3,55.1,Cotton,75393.7
Clay,47.4,24.4,89.2,Maize,52760.56
Clay,27.8,17.1,91.4,Groundnut,47772.88
Loam,66.4,38.7,79.5,Soybean,50533.12
Sandy,20.1,18.4,47.8,Soybean,77419.26
Sandy,74.1,24.1,71.1,Soybean,43993.19
Sandy,76.6,29.3,33.4,Rice,96915.46
Sandy,41.0,15.0,39.2,Maize,79698.4
Loam,58.8,28.4,86.8,Wheat,39762.08
Silt,22.1,43.4,92.1,Soybean,69729.89
Sandy,77.3,24.5,40.0,Cotton,72386.4
Silt,73.6,36.1,82.1,Rice,70881.22
Sandy,36.5,15.7,74.2,Pulses,57341.19
Silt,33.9,40.8,80.7,Wheat,47201.04
Clay,41.4,37.9,34.3,Cotton,74315.56
Clay,32.7,28.8,59.5,Barley,45776.82
Silt,15.7,31.1,54.4,Groundnut,63488.98
Sandy,71.2,43.2,81.6,Wheat,46695.55
Clay,26.3,41.8,36.4,Sugarcane,98961.75
Clay,76.9,17.6,40.0,Wheat,40721.0
Loam,38.3,19.7,51.2,Barley,48487.48
Silt,37.4,35.5,35.9,Cotton,96025.73
Sandy,52.0,16.1,45.9,Millet,49471.46
Silt,42.0,21.1,53.9,Pulses,43635.12
Silt,14.4,40.0,72.0,Cotton,85857.46
Clay,75.3,37.5,64.9,Soybean,45355.72
Loam,79.7,37.3,53.6,Millet,28960.67
Loam,55.1,20.5,41.7,Barley,41585.8
Silt,45.8,17.2,85.5,Pulses,36541.99
Silt,31.3,33.1,30.7,Maize,75495.88
Loam,38.9,21.4,41.3,Cotton,88043.74
Loam,27.1,30.2,43.3,Wheat,53476.93
Silt,25.1,15.8,49.6,Millet,42010.6
Loam,56.3,21.3,77.7,Sugarcane,72301.35
Clay,58.5,24.9,47.7,Rice,80441.79
Sandy,67.6,43.2,41.9,Rice,96951.5
Clay,12.1,18.5,54.9,Groundnut,46299.79
Loam,27.7,24.4,77.7,Pulses,39079.03
Clay,29.5,37.9,84.9,Pulses,39891.99
Loam,33.7,34.3,65.2,Barley,45997.01
Clay,24.1,41.7,64.0,Groundnut,42278.72
Loam,27.9,33.8,67.2,Sugarcane,114685.08
Clay,31.1,35.0,73.3,Pulses,43108.97
Silt,15.4,44.3,66.0,Barley,55245.56
Silt,25.7,40.2,60.3,Millet,40919.65
Silt,35.4,23.3,34.5,Millet,41615.86
Loam,48.2,27.7,65.2,Wheat,50861.24
Loam,63.6,21.6,53.2,Cotton,66851.06
Clay,27.6,15.9,68.0,Wheat,44635.87
